"pid","hid","age","sex","n.samples","wave","reporting.day","n.contact.total","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+"
396,259,52,"M",1,"R1","Tuesday",8,"3",0,0,6,2,0
397,260,32,"F",2,"R1","Tuesday",11,"1",0,7,1,3,0
398,261,65,"M",3,"R1","Tuesday",9,"3",0,0,1,8,0
399,261,67,"F",4,"R1","Tuesday",6,"2",0,0,2,3,1
400,262,78,"M",2,"R1","Tuesday",1,"0",0,0,0,0,1
401,263,63,"F",4,"R1","Tuesday",1,"0",0,0,0,0,1
402,264,23,"F",2,"R1","Tuesday",9,"3",0,0,7,2,0
403,265,16,"M",4,"R1","Tuesday",15,"3",0,10,2,3,0
404,265,47,"F",3,"R1","Tuesday",12,"6+",0,1,3,6,2
405,265,49,"M",2,"R1","Tuesday",34,"2",0,2,12,13,7
406,266,37,"M",1,"R1","Tuesday",8,"4",0,0,3,1,4
407,266,51,"F",3,"R1","Tuesday",19,"2",0,8,4,7,0
408,267,49,"F",1,"R1","Tuesday",47,"1",0,1,10,11,25
409,268,14,"M",2,"R1","Tuesday",3,"0",0,1,0,2,0
410,268,18,"M",1,"R1","Tuesday",2,"0",0,1,0,1,0
411,268,48,"F",2,"R1","Tuesday",6,"2",0,2,1,3,0
412,269,44,"M",1,"R1","Tuesday",13,"2",0,1,7,5,0
413,270,54,"M",1,"R1","Tuesday",6,"1",0,0,3,3,0
414,271,52,"F",4,"R1","Wednesday",39,"5",0,20,4,15,0
415,271,56,"M",4,"R1","Wednesday",2,"2",0,0,0,2,0
416,272,69,"F",2,"R1","Wednesday",16,"5",0,0,9,4,3
417,273,56,"F",2,"R1","Wednesday",4,"1",0,0,0,4,0
418,273,61,"M",4,"R1","Wednesday",11,"5",0,0,4,6,1
419,274,48,"F",2,"R1","Wednesday",30,"5",5,20,2,3,0
420,275,44,"M",3,"R1","Wednesday",15,"5",0,0,13,2,0
421,276,35,"F",3,"R1","Wednesday",5,"2",0,0,3,0,2
422,277,63,"F",1,"R1","Wednesday",4,"0",0,1,1,1,1
423,277,68,"M",3,"R1","Wednesday",4,"1",0,1,1,2,0
424,278,59,"F",4,"R1","Wednesday",3,"1",0,0,1,2,0
425,278,63,"M",1,"R1","Wednesday",3,"1",0,0,2,1,0
426,279,24,"F",4,"R1","Wednesday",12,"2",0,0,4,8,0
427,280,13,"M",2,"R1","Wednesday",3,"1",0,3,0,0,0
428,280,61,"M",1,"R1","Wednesday",0,NA,0,0,0,0,0
429,281,45,"M",2,"R1","Wednesday",34,"3",0,0,8,26,0
430,282,49,"F",4,"R1","Wednesday",9,"3",0,2,3,4,0
431,283,74,"M",3,"R1","Wednesday",1,"1",0,0,0,1,0
432,284,14,"M",2,"R1","Wednesday",2,"0",0,0,0,2,0
433,284,57,"F",4,"R1","Wednesday",6,"2",0,1,0,5,0
434,284,57,"M",3,"R1","Wednesday",5,"1",0,1,0,4,0
435,285,69,"F",2,"R1","Wednesday",13,"2",0,0,3,10,0
436,286,41,"M",4,"R1","Wednesday",39,"6+",0,18,10,9,2
437,286,41,"F",4,"R1","Wednesday",17,"6+",0,0,9,8,0
438,287,18,"F",3,"R1","Thursday",9,"4",0,1,5,3,0
439,287,46,"F",1,"R1","Thursday",6,"3",0,0,2,4,0
440,288,8,"M",3,"R1","Thursday",6,"4",0,4,2,0,0
441,288,36,"F",1,"R1","Thursday",9,"3",0,3,2,4,0
442,289,48,"F",4,"R1","Thursday",14,"2",0,1,1,11,1
443,290,20,"F",1,"R1","Thursday",21,"3",0,4,5,2,10
444,290,60,"M",4,"R1","Thursday",5,"1",0,0,4,1,0
445,291,12,"F",3,"R1","Thursday",5,"2",0,4,0,1,0
446,291,44,"M",2,"R1","Thursday",10,"1",0,2,5,3,0
447,291,47,"F",4,"R1","Thursday",11,"5",0,2,3,6,0
448,292,59,"F",2,"R1","Thursday",35,"6+",0,0,2,25,8
449,293,20,"F",3,"R1","Thursday",4,"1",0,1,1,2,0
450,294,52,"M",2,"R1","Thursday",13,"3",2,0,2,8,1
451,295,37,"M",2,"R1","Thursday",10,"3",0,1,5,3,1
452,296,12,"M",1,"R1","Thursday",4,"2",0,2,1,1,0
453,296,43,"M",1,"R1","Thursday",20,"5",0,2,10,8,0
454,297,77,"M",4,"R1","Thursday",4,"2",0,0,3,0,1
455,298,61,"F",4,"R1","Thursday",4,"3",0,0,2,1,1
456,299,55,"M",1,"R1","Thursday",16,"1",0,0,0,16,0
457,300,18,"M",1,"R1","Thursday",13,"2",0,0,8,5,0
458,300,20,"F",4,"R1","Thursday",11,"4",0,1,6,4,0
459,300,47,"F",3,"R1","Thursday",6,"1",0,1,3,2,0
460,300,52,"M",3,"R1","Thursday",4,"1",0,1,0,1,2
461,301,60,"M",2,"R1","Thursday",4,"2",0,0,2,2,0
462,302,51,"F",1,"R1","Thursday",8,"1",0,0,1,3,4
463,303,62,"M",3,"R1","Thursday",5,"1",0,0,1,4,0
464,304,45,"F",4,"R1","Thursday",34,"1",0,11,9,12,2
465,305,46,"F",3,"R1","Friday",5,"2",0,0,2,3,0
466,306,48,"F",1,"R1","Friday",27,"6+",0,3,9,13,2
467,307,28,"M",1,"R1","Friday",5,"3",0,1,2,2,0
468,308,22,"M",3,"R1","Friday",20,"3",0,0,17,3,0
469,309,53,"F",3,"R1","Friday",7,"3",0,0,1,6,0
470,310,23,"F",4,"R1","Friday",5,"1",0,1,3,1,0
471,310,59,"F",3,"R1","Friday",5,"2",0,1,1,3,0
472,311,19,"F",1,"R1","Friday",8,"3",0,5,1,2,0
473,311,38,"F",3,"R1","Friday",2,"0",0,1,0,1,0
474,311,62,"M",1,"R1","Friday",2,"1",0,1,1,0,0
475,312,42,"M",4,"R1","Friday",11,"5",0,1,6,4,0
476,313,51,"F",3,"R1","Friday",27,"3",0,0,19,8,0
477,314,74,"M",4,"R1","Friday",2,"1",0,0,0,1,1
478,315,34,"F",1,"R1","Friday",6,"2",0,0,5,1,0
479,315,35,"F",3,"R1","Friday",10,"4",0,0,9,1,0
480,316,21,"F",4,"R1","Friday",13,"1",0,0,7,6,0
481,317,58,"F",3,"R1","Friday",2,"0",0,0,2,0,0
482,318,22,"F",3,"R1","Friday",4,"1",0,1,0,3,0
483,318,45,"F",4,"R1","Friday",6,"1",0,0,3,3,0
484,319,71,"M",3,"R1","Friday",1,"0",0,0,0,0,1
485,320,12,"M",4,"R1","Friday",2,"1",0,0,1,1,0
486,320,50,"F",1,"R1","Friday",89,"4",0,61,18,10,0
487,320,58,"M",1,"R1","Friday",57,"4",0,1,3,53,0
488,321,74,"F",1,"R1","Friday",3,"1",0,0,1,1,1
489,322,26,"F",2,"R1","Friday",86,"1",0,0,12,41,33
490,323,62,"F",3,"R1","Friday",7,"2",0,0,4,2,1
491,324,20,"F",4,"R1","Friday",2,"0",0,2,0,0,0
492,324,25,"F",2,"R1","Friday",3,"1",0,0,1,1,1
493,324,59,"F",1,"R1","Friday",8,"3",0,2,2,3,1
494,325,22,"M",4,"R1","Friday",8,"5",0,1,3,4,0
495,326,58,"F",3,"R1","Friday",7,"2",0,0,0,1,6
496,327,58,"F",3,"R1","Friday",5,"1",0,0,1,2,2
497,328,24,"F",2,"R1","Saturday",8,"2",0,1,5,2,0
498,328,51,"F",2,"R1","Saturday",8,"4",0,1,4,3,0
499,328,54,"M",3,"R1","Saturday",3,"0",0,1,1,1,0
500,329,39,"F",1,"R1","Saturday",14,"3",1,2,4,5,2
501,330,63,"F",1,"R1","Saturday",11,"2",0,0,2,8,1
502,330,62,"M",4,"R1","Saturday",4,"2",1,0,2,1,0
503,331,64,"F",2,"R1","Saturday",3,"1",0,0,0,2,1
504,332,66,"F",4,"R1","Saturday",20,"2",2,0,7,5,6
505,332,NA,"M",3,"R1","Saturday",11,"2",2,0,7,0,2
506,333,53,"M",4,"R1","Saturday",4,"1",0,2,1,1,0
507,334,61,"F",4,"R1","Saturday",18,"3",0,0,4,14,0
508,334,58,"M",3,"R1","Saturday",5,"0",0,0,4,1,0
509,335,55,"F",3,"R1","Saturday",64,"2",0,0,4,6,54
510,336,27,"M",4,"R1","Saturday",5,"2",0,0,3,2,0
511,336,63,"F",3,"R1","Saturday",7,"1",0,0,2,4,1
512,336,64,"M",3,"R1","Saturday",2,"0",0,0,1,1,0
513,337,19,"F",4,"R1","Saturday",4,"1",0,0,3,1,0
514,338,54,"F",2,"R1","Saturday",14,"6+",0,0,4,9,1
515,338,60,"M",2,"R1","Saturday",12,"4",0,0,2,9,1
516,339,66,"F",4,"R1","Saturday",6,"3",0,0,1,3,2
517,340,22,"M",3,"R1","Sunday",3,"1",0,0,0,3,0
518,340,44,"F",2,"R1","Sunday",10,"4",1,0,4,4,1
519,340,47,"M",2,"R1","Sunday",40,"4",0,0,12,26,2
520,341,29,"M",4,"R1","Sunday",33,"1",0,0,31,2,0
521,342,49,"F",4,"R1","Sunday",6,"1",0,1,4,1,0
522,343,41,"F",1,"R1","Sunday",34,"3",0,14,9,10,1
523,344,46,"F",1,"R1","Sunday",3,"2",1,0,2,0,0
524,345,55,"M",2,"R1","Sunday",1,"1",0,0,0,1,0
525,345,57,"F",3,"R1","Sunday",10,"2",0,0,2,8,0
526,346,58,"F",4,"R1","Sunday",1,"0",0,0,1,0,0
527,347,65,"M",2,"R1","Sunday",3,"1",0,0,2,0,1
528,348,31,"F",1,"R1","Sunday",5,"1",0,0,1,4,0
529,349,24,"M",3,"R1","Sunday",3,"2",0,0,1,2,0
530,349,55,"F",4,"R1","Sunday",5,"2",0,0,1,4,0
531,350,51,"M",1,"R1","Sunday",0,NA,0,0,0,0,0
532,351,25,"M",3,"R1","Sunday",12,"3",0,0,9,3,0
533,352,82,"F",4,"R1","Sunday",0,NA,0,0,0,0,0
534,353,19,"M",4,"R1","Sunday",3,"0",0,0,1,2,0
535,353,43,"F",1,"R1","Sunday",4,"1",0,1,1,1,1
536,354,61,"M",4,"R1","Sunday",3,"1",1,0,1,1,0
537,354,62,"F",2,"R1","Sunday",3,"1",1,0,1,1,0
538,355,23,"F",4,"R1","Sunday",7,"4",1,0,3,2,1
539,355,51,"F",4,"R1","Sunday",5,"1",1,0,2,1,1
540,356,15,"F",4,"R1","Sunday",2,"0",0,0,0,2,0
541,356,43,"F",4,"R1","Sunday",15,"3",0,2,5,7,1
542,357,47,"F",4,"R1","Sunday",30,"6+",0,0,9,21,0
543,358,22,"M",2,"R1","Sunday",110,"1",0,60,38,12,0
544,358,42,"F",3,"R1","Sunday",9,"3",0,0,2,7,0
545,358,58,"M",2,"R1","Sunday",5,"2",0,0,2,3,0
546,359,68,"F",1,"R1","Sunday",1,"0",0,0,0,1,0
547,360,63,"F",3,"R1","Monday",10,"3",1,2,3,4,0
548,361,50,"F",2,"R1","Monday",11,"2",0,2,6,3,0
549,362,84,"F",4,"R1","Monday",0,NA,0,0,0,0,0
550,363,49,"F",1,"R1","Monday",7,"2",1,1,2,1,2
551,364,65,"F",2,"R1","Monday",7,"1",0,0,0,6,1
552,364,69,"M",4,"R1","Monday",1,"0",0,0,0,0,1
553,365,70,"M",4,"R1","Monday",7,"2",0,0,1,5,1
554,366,25,"M",4,"R1","Monday",9,"5",0,0,5,4,0
555,366,60,"M",4,"R1","Monday",1,"0",0,0,0,1,0
556,367,69,"M",1,"R1","Monday",17,"5",0,0,7,9,1
557,368,62,"F",1,"R1","Monday",4,"3",1,1,1,1,0
558,369,18,"M",1,"R1","Monday",1,"0",0,1,0,0,0
559,369,51,"F",2,"R1","Monday",7,"1",0,0,1,6,0
560,370,73,"F",4,"R1","Monday",0,NA,0,0,0,0,0
561,371,74,"F",2,"R1","Monday",2,"1",0,0,0,0,2
562,372,52,"F",1,"R1","Monday",6,"2",0,1,1,3,1
563,373,39,"M",1,"R1","Monday",10,"1",1,0,3,4,2
564,373,74,"M",2,"R1","Monday",12,"2",1,0,2,6,3
565,374,44,"F",2,"R1","Monday",8,"3",0,0,5,1,2
566,374,85,"F",3,"R1","Monday",2,"0",0,0,2,0,0
567,375,47,"F",3,"R1","Monday",27,"5",0,0,9,18,0
568,376,58,"F",1,"R1","Monday",7,"4",0,0,0,7,0
569,377,47,"F",3,"R1","Monday",13,"6+",0,2,2,7,2
570,378,37,"F",2,"R1","Monday",41,"1",0,0,0,1,40
571,378,70,"F",1,"R1","Monday",31,"1",0,0,0,1,30
572,379,42,"F",2,"R1","Monday",4,"0",0,2,1,1,0
573,380,52,"F",2,"R1","Tuesday",5,"4",0,0,2,2,1
574,380,53,"M",2,"R1","Tuesday",4,"3",0,0,1,3,0
575,381,37,"M",4,"R1","Tuesday",23,"1",0,0,9,14,0
576,382,59,"F",2,"R1","Tuesday",3,"1",0,0,1,1,1
577,383,49,"F",3,"R1","Tuesday",13,"2",0,5,2,6,0
578,384,63,"M",4,"R1","Tuesday",17,"1",0,1,3,11,2
579,385,61,"F",2,"R1","Tuesday",36,"3",0,0,16,18,2
580,386,51,"F",2,"R1","Tuesday",4,"1",0,0,2,2,0
581,387,52,"M",1,"R1","Tuesday",12,"1",0,0,8,4,0
582,388,66,"M",3,"R1","Tuesday",3,"3",0,1,1,0,1
583,389,35,"F",2,"R1","Tuesday",15,"1",1,1,6,7,0
584,390,47,"F",3,"R1","Tuesday",9,"3",0,1,1,7,0
585,391,57,"F",2,"R1","Tuesday",8,"1",1,0,4,3,0
586,392,68,"M",3,"R1","Tuesday",1,"0",0,0,0,1,0
587,393,43,"F",4,"R1","Tuesday",34,"3",6,0,21,6,1
588,394,45,"F",3,"R1","Tuesday",9,"1",0,2,0,7,0
589,395,58,"M",4,"R1","Tuesday",12,"5",0,0,3,8,1
590,396,65,"M",1,"R1","Wednesday",3,"1",0,0,0,3,0
591,397,34,"F",1,"R1","Wednesday",1,"0",0,0,0,1,0
592,398,47,"F",4,"R1","Wednesday",9,"3",0,0,2,6,1
593,398,55,"F",3,"R1","Wednesday",4,"1",0,0,0,3,1
594,399,58,"F",3,"R1","Wednesday",2,"0",0,0,1,1,0
595,400,64,"M",1,"R1","Wednesday",10,"2",0,0,1,8,1
596,401,25,"F",1,"R1","Wednesday",13,"2",0,0,7,6,0
597,401,55,"F",3,"R1","Wednesday",10,"2",0,4,4,2,0
598,402,58,"F",1,"R1","Thursday",20,"2",0,0,20,0,0
599,403,58,"F",3,"R1","Thursday",11,"5",0,0,4,6,1
600,404,40,"F",4,"R1","Thursday",4,"0",0,0,1,1,2
601,405,56,"M",4,"R1","Thursday",9,"1",0,0,2,7,0
602,406,44,"M",4,"R1","Thursday",12,"3",0,2,1,9,0
603,407,56,"F",3,"R1","Thursday",9,"2",0,0,4,5,0
604,408,55,"M",2,"R1","Thursday",9,"2",0,0,5,3,1
605,408,56,"F",1,"R1","Thursday",8,"6+",0,0,4,4,0
606,409,24,"M",2,"R1","Friday",1,"0",0,0,0,1,0
607,410,57,"M",2,"R1","Friday",15,"3",0,1,0,13,1
608,411,42,"M",4,"R1","Friday",62,"1",0,0,30,30,2
609,411,74,"F",3,"R1","Friday",12,"2",0,0,0,1,11
610,412,64,"F",2,"R1","Friday",6,"1",0,0,2,1,3
611,413,44,"F",2,"R1","Friday",7,"3",0,1,1,5,0
612,414,58,"M",1,"R1","Friday",3,"0",0,0,2,1,0
613,415,51,"M",3,"R1","Friday",8,"1",0,0,3,5,0
614,416,49,"F",4,"R1","Friday",4,"1",0,1,1,2,0
615,417,66,"F",3,"R1","Friday",6,"3",0,0,5,1,0
616,418,62,"M",1,"R1","Friday",6,"3",0,0,2,4,0
617,419,46,"F",3,"R1","Friday",3,"2",0,0,1,2,0
618,420,45,"M",3,"R1","Friday",4,"3",0,1,2,1,0
619,421,49,"M",2,"R1","Friday",2,"1",0,0,0,1,1
620,422,27,"M",4,"R1","Friday",4,"3",0,0,3,1,0
621,422,32,"F",3,"R1","Friday",1,"0",0,1,0,0,0
622,422,53,"F",3,"R1","Friday",3,"2",0,0,1,2,0
623,422,57,"M",4,"R1","Friday",5,"2",0,0,1,4,0
624,423,11,"M",2,"R1","Friday",3,"6+",0,1,0,2,0
625,423,53,"F",4,"R1","Friday",4,"5",0,2,1,1,0
626,424,53,"F",2,"R1","Friday",2,"2",0,0,0,1,1
627,424,61,"M",1,"R1","Friday",1,"0",0,0,0,1,0
628,425,18,"M",1,"R1","Friday",23,"2",0,16,5,2,0
629,426,65,"F",3,"R1","Saturday",15,"1",0,4,6,4,1
630,427,43,"M",4,"R1","Saturday",11,"2",1,3,2,3,2
631,428,66,"F",3,"R1","Saturday",8,"3",0,0,2,5,1
632,429,56,"F",4,"R1","Saturday",5,"1",0,0,1,4,0
633,430,58,"F",1,"R1","Saturday",9,"2",0,0,5,4,0
634,431,52,"F",3,"R1","Saturday",6,"3",0,0,1,5,0
635,432,60,"F",2,"R1","Saturday",2,"1",0,0,0,2,0
636,433,65,"F",3,"R1","Saturday",3,"0",0,0,0,1,2
637,434,50,"F",3,"R1","Saturday",3,"3",0,0,0,3,0
638,435,67,"F",4,"R1","Saturday",3,"1",0,0,3,0,0
639,436,63,"F",3,"R1","Saturday",20,"1",0,0,3,4,13
640,437,71,"F",3,"R1","Saturday",2,"1",0,0,1,0,1
641,438,22,"M",3,"R1","Saturday",7,"2",0,0,1,6,0
642,439,53,"F",2,"R1","Saturday",1,"0",0,0,0,1,0
643,439,61,"M",2,"R1","Saturday",1,"0",0,0,0,1,0
644,440,50,"F",3,"R1","Saturday",5,"1",0,1,1,3,0
645,441,66,"F",1,"R1","Saturday",5,"2",0,0,3,1,1
646,442,46,"F",2,"R1","Saturday",21,"5",0,0,7,10,4
647,443,49,"F",1,"R1","Sunday",5,"2",0,1,4,0,0
648,444,11,"F",2,"R1","Sunday",5,"6+",1,0,3,1,0
649,444,24,"F",2,"R1","Sunday",7,"4",1,1,2,3,0
650,444,47,"M",1,"R1","Sunday",10,"3",1,1,5,3,0
651,445,60,"F",1,"R1","Sunday",52,"2",0,0,1,36,15
652,446,27,"F",1,"R1","Sunday",6,"3",0,0,6,0,0
653,446,50,"F",4,"R1","Sunday",6,"3",0,0,4,2,0
654,446,51,"M",1,"R1","Sunday",4,"1",0,0,2,2,0
655,447,45,"M",3,"R1","Sunday",26,"2",0,11,6,9,0
656,448,29,"F",4,"R1","Sunday",4,"0",0,0,2,2,0
657,448,62,"F",3,"R1","Sunday",6,"2",0,0,3,3,0
658,449,57,"F",4,"R1","Sunday",5,"2",0,0,2,0,3
659,450,61,"F",1,"R1","Sunday",4,"3",0,0,1,3,0
660,450,62,"M",3,"R1","Sunday",1,"3",0,0,0,1,0
661,451,21,"F",1,"R1","Sunday",2,"0",0,0,0,2,0
662,452,59,"F",2,"R1","Sunday",23,"3",0,0,0,23,0
663,453,76,"M",4,"R1","Sunday",7,"3",0,0,2,3,2
664,454,15,"F",2,"R1","Monday",3,"1",0,0,1,1,1
665,454,43,"M",2,"R1","Monday",25,"2",0,0,14,11,0
666,454,51,"F",4,"R1","Monday",4,"1",0,1,1,2,0
667,455,13,"F",2,"R1","Monday",5,"0",0,1,0,2,2
668,455,48,"F",2,"R1","Monday",15,"2",0,2,0,11,2
669,456,64,"M",3,"R1","Monday",5,"1",0,0,1,4,0
670,457,54,"F",1,"R1","Monday",11,"3",0,0,1,10,0
671,458,74,"F",4,"R1","Monday",7,"2",0,0,0,2,5
672,458,79,"M",4,"R1","Monday",3,"0",0,0,0,2,1
673,459,50,"F",2,"R1","Monday",8,"2",0,2,1,3,2
674,460,27,"F",3,"R1","Monday",3,"2",0,0,2,1,0
675,461,35,"F",3,"R1","Monday",5,"3",0,0,4,1,0
676,462,52,"F",3,"R1","Monday",3,"3",0,1,1,1,0
677,462,56,"M",4,"R1","Monday",5,"4",0,1,3,1,0
678,463,68,"F",2,"R1","Monday",8,"3",1,0,2,5,0
679,463,69,"M",2,"R1","Monday",2,"0",1,0,0,0,1
680,464,20,"F",2,"R1","Tuesday",1,"0",0,0,1,0,0
681,464,49,"F",4,"R1","Tuesday",10,"3",0,1,0,8,1
682,464,57,"M",3,"R1","Tuesday",3,"2",0,2,0,1,0
683,465,35,"F",4,"R1","Tuesday",10,"2",0,3,4,3,0
684,465,41,"M",3,"R1","Tuesday",15,"1",0,2,2,9,2
685,466,35,"F",2,"R1","Tuesday",8,"3",0,1,3,3,1
686,467,23,"F",4,"R1","Tuesday",245,"3",5,21,160,54,5
687,467,54,"F",3,"R1","Tuesday",8,"0",0,0,0,6,2
688,468,78,"M",1,"R1","Tuesday",7,"2",0,0,0,7,0
689,469,65,"F",3,"R1","Tuesday",0,NA,0,0,0,0,0
690,470,57,"M",3,"R1","Tuesday",11,"6+",0,1,0,10,0
691,471,60,"F",1,"R1","Tuesday",10,"1",0,0,6,4,0
692,472,52,"M",4,"R1","Tuesday",8,"2",0,1,4,3,0
693,473,35,"F",3,"R1","Tuesday",32,"5",0,3,14,12,3
694,474,64,"M",1,"R1","Tuesday",3,"2",0,0,0,3,0
695,475,47,"F",4,"R1","Wednesday",3,"1",0,2,0,1,0
696,476,58,"M",4,"R1","Wednesday",4,"1",0,0,0,4,0
697,477,80,"M",3,"R1","Wednesday",2,"1",0,1,0,1,0
698,478,16,"M",1,"R1","Wednesday",20,"3",0,17,0,3,0
699,478,18,"M",2,"R1","Wednesday",21,"5",0,10,7,3,1
700,478,48,"F",3,"R1","Wednesday",8,"3",0,2,1,5,0
701,478,49,"M",4,"R1","Wednesday",23,"2",0,0,11,12,0
702,479,51,"F",2,"R1","Wednesday",3,"1",0,0,2,1,0
703,480,48,"F",3,"R1","Wednesday",9,"2",0,0,6,2,1
704,481,28,"F",1,"R1","Wednesday",19,"1",0,1,4,12,2
705,482,54,"F",4,"R1","Wednesday",6,"3",0,0,0,3,3
706,483,65,"F",4,"R1","Wednesday",5,"2",0,0,1,3,1
707,484,63,"F",1,"R1","Wednesday",8,"1",0,0,2,2,4
708,485,29,"F",3,"R1","Wednesday",3,"1",0,0,2,1,0
709,485,64,"F",3,"R1","Wednesday",5,"2",0,0,1,4,0
710,486,51,"F",4,"R1","Wednesday",13,"4",0,2,1,8,2
711,487,52,"M",2,"R1","Wednesday",8,"3",0,2,2,4,0
712,488,50,"F",2,"R1","Thursday",136,"6+",0,110,6,20,0
713,489,64,"F",2,"R1","Thursday",8,"1",0,0,1,0,7
714,490,49,"F",1,"R1","Thursday",8,"4",0,0,3,5,0
715,490,52,"M",1,"R1","Thursday",17,"4",0,0,10,7,0
716,491,57,"F",3,"R1","Thursday",1,"0",0,0,0,1,0
717,492,77,"F",2,"R1","Thursday",5,"2",0,0,2,3,0
718,493,65,"F",1,"R1","Thursday",3,"3",0,0,0,2,1
719,494,56,"F",4,"R1","Thursday",9,"3",0,0,2,7,0
720,494,61,"M",3,"R1","Thursday",13,"1",0,0,7,6,0
721,495,40,"M",3,"R1","Thursday",8,"2",1,0,6,0,1
722,496,56,"M",4,"R1","Friday",31,"3",0,1,5,25,0
723,497,48,"F",3,"R1","Friday",2,"1",0,1,0,1,0
724,498,42,"F",4,"R1","Friday",3,"1",1,0,1,1,0
725,499,29,"F",2,"R1","Friday",15,"2",0,0,10,3,2
726,500,65,"F",1,"R1","Friday",4,"3",0,0,0,3,1
727,501,64,"F",3,"R1","Friday",16,"6+",0,1,5,6,4
728,502,47,"F",1,"R1","Saturday",2,"2",0,1,0,1,0
729,503,74,"F",2,"R1","Saturday",5,"0",0,0,2,3,0
730,504,57,"F",1,"R1","Saturday",0,NA,0,0,0,0,0
731,505,52,"F",4,"R1","Saturday",3,"0",0,0,2,1,0
732,506,46,"F",4,"R1","Saturday",25,"4",0,1,16,7,1
733,507,28,"M",3,"R1","Saturday",5,"0",0,0,3,1,1
734,508,42,"M",4,"R1","Saturday",16,"4",0,2,9,5,0
735,509,57,"F",3,"R1","Saturday",10,"5",0,0,4,6,0
736,510,59,"M",4,"R1","Thursday",7,"4",0,1,2,4,0
737,511,57,"F",4,"R1","Thursday",20,"5",0,0,7,12,1
738,512,65,"F",4,"R1","Thursday",8,"2",0,0,2,6,0
739,513,11,"F",3,"R1","Friday",23,"2",2,15,5,1,0
740,513,36,"F",2,"R1","Friday",8,"1",1,1,2,4,0
741,514,45,"F",2,"R1","Friday",7,"5",0,1,2,3,1
742,515,45,"F",3,"R1","Friday",20,"1",0,0,0,20,0
743,516,57,"F",4,"R1","Friday",11,"1",0,0,5,6,0
744,517,27,"F",1,"R1","Friday",3,"0",0,1,0,2,0
745,518,50,"F",1,"R1","Saturday",21,"3",0,3,3,15,0
746,519,51,"M",2,"R1","Saturday",10,"2",0,2,4,2,2
747,519,48,"F",2,"R1","Saturday",5,"0",0,2,2,1,0
748,520,25,"M",1,"R1","Saturday",2,"1",0,0,0,2,0
749,520,60,"F",4,"R1","Saturday",3,"0",0,0,1,2,0
750,521,NA,"F",1,"R1","Saturday",4,"3",0,0,1,3,0
751,522,65,"F",3,"R1","Saturday",13,"4",0,0,2,10,1
752,523,36,"M",1,"R1","Saturday",19,"4",1,5,6,7,0
753,524,14,"F",4,"R1","Saturday",3,"1",0,0,1,2,0
754,524,47,"F",2,"R1","Saturday",5,"2",0,1,0,4,0
755,525,58,"F",3,"R1","Sunday",2,"2",0,0,0,1,1
756,525,65,"M",3,"R1","Sunday",13,"1",2,0,2,9,0
757,526,45,"M",1,"R1","Sunday",4,"1",0,0,1,2,1
758,527,18,"M",2,"R1","Sunday",13,"5",0,1,8,4,0
759,528,52,"F",3,"R1","Sunday",2,"0",0,0,2,0,0
760,529,25,"F",1,"R1","Sunday",11,"4",1,0,5,3,2
761,530,57,"M",3,"R1","Sunday",15,"0",0,0,11,4,0
762,6,20,"F",1,"R1","Sunday",8,"2",1,1,5,1,0
763,21,40,"M",1,"R1","Sunday",5,"2",1,2,2,0,0
764,531,79,"M",4,"R1","Sunday",26,"3",0,3,13,7,3
765,532,59,"F",2,"R1","Sunday",3,"1",0,0,2,1,0
766,533,82,"M",1,"R1","Sunday",2,"1",0,0,0,0,2
767,534,59,"F",2,"R1","Monday",2,"1",0,0,1,1,0
768,535,75,"F",3,"R1","Monday",2,"1",0,0,1,0,1
769,57,58,"F",4,"R1","Monday",31,"4",0,0,8,15,8
770,536,67,"F",1,"R1","Monday",4,"0",1,0,1,2,0
771,537,59,"F",3,"R1","Monday",10,"3",0,0,0,10,0
772,538,NA,"F",3,"R1","Monday",1,"2",0,0,0,1,0
773,539,66,"M",3,"R1","Tuesday",5,"3",0,1,2,1,1
774,540,78,"M",3,"R1","Tuesday",8,"3",0,0,3,4,1
775,541,57,"M",4,"R1","Tuesday",56,"2",0,0,7,27,22
776,542,47,"F",1,"R1","Tuesday",8,"4",0,1,2,5,0
777,543,80,"M",1,"R1","Tuesday",5,"1",0,0,0,1,4
778,544,30,"F",3,"R1","Tuesday",5,"2",0,3,1,1,0
779,545,55,"F",4,"R1","Tuesday",7,"2",0,0,3,4,0
780,546,65,"F",1,"R1","Tuesday",3,"6+",0,1,1,0,1
781,547,49,"F",4,"R1","Wednesday",18,"5",0,1,4,13,0
782,548,46,"F",3,"R1","Wednesday",13,"3",0,0,9,4,0
783,549,53,"F",1,"R1","Wednesday",4,"2",0,0,0,3,1
784,550,51,"F",1,"R1","Wednesday",16,"3",0,1,8,6,1
785,551,58,"F",4,"R1","Thursday",5,"2",0,0,3,2,0
786,552,24,"F",4,"R1","Thursday",3,"0",0,0,1,2,0
787,552,46,"F",4,"R1","Thursday",10,"3",0,0,4,6,0
788,553,14,"M",4,"R1","Thursday",2,"0",0,0,0,2,0
789,553,41,"F",1,"R1","Thursday",2,"0",0,1,0,1,0
790,554,9,"M",3,"R1","Thursday",2,"0",0,0,0,2,0
791,554,50,"F",3,"R1","Thursday",19,"5",0,9,3,6,1
792,554,55,"M",1,"R1","Thursday",4,"1",0,1,0,3,0
